"Date","Year","Month","Production","Animal","Commercial.or.Federally.Inspected","Type.of.Meat"
"Jun-1932",1932,6,"405","Pork","Federally Inspected","Red Meat"
"May-1932",1932,5,"488","Pork","Federally Inspected","Red Meat"
"Apr-1932",1932,4,"468","Pork","Federally Inspected","Red Meat"
"Mar-1932",1932,3,"452","Pork","Federally Inspected","Red Meat"
"Feb-1932",1932,2,"563","Pork","Federally Inspected","Red Meat"
"Jan-1932",1932,1,"626","Pork","Federally Inspected","Red Meat"
"Dec-1931",1931,12,"661","Pork","Federally Inspected","Red Meat"
"Nov-1931",1931,11,"506","Pork","Federally Inspected","Red Meat"
"Oct-1931",1931,10,"452","Pork","Federally Inspected","Red Meat"
"Sep-1931",1931,9,"370","Pork","Federally Inspected","Red Meat"
"Aug-1931",1931,8,"332","Pork","Federally Inspected","Red Meat"
"Jul-1931",1931,7,"383","Pork","Federally Inspected","Red Meat"
"Jun-1931",1931,6,"429","Pork","Federally Inspected","Red Meat"
"May-1931",1931,5,"432","Pork","Federally Inspected","Red Meat"
"Apr-1931",1931,4,"448","Pork","Federally Inspected","Red Meat"
"Mar-1931",1931,3,"457","Pork","Federally Inspected","Red Meat"
"Feb-1931",1931,2,"530","Pork","Federally Inspected","Red Meat"
"Jan-1931",1931,1,"708","Pork","Federally Inspected","Red Meat"
"Dec-1930",1930,12,"592","Pork","Federally Inspected","Red Meat"
"Nov-1930",1930,11,"502","Pork","Federally Inspected","Red Meat"
"Oct-1930",1930,10,"436","Pork","Federally Inspected","Red Meat"
"Sep-1930",1930,9,"352","Pork","Federally Inspected","Red Meat"
"Aug-1930",1930,8,"366","Pork","Federally Inspected","Red Meat"
"Jul-1930",1930,7,"438","Pork","Federally Inspected","Red Meat"
"Jun-1930",1930,6,"482","Pork","Federally Inspected","Red Meat"
"May-1930",1930,5,"480","Pork","Federally Inspected","Red Meat"
"Apr-1930",1930,4,"434","Pork","Federally Inspected","Red Meat"
"Mar-1930",1930,3,"421","Pork","Federally Inspected","Red Meat"
"Feb-1930",1930,2,"503","Pork","Federally Inspected","Red Meat"
"Jan-1930",1930,1,"632","Pork","Federally Inspected","Red Meat"
"Dec-1929",1929,12,"610","Pork","Federally Inspected","Red Meat"
"Nov-1929",1929,11,"540","Pork","Federally Inspected","Red Meat"
"Oct-1929",1929,10,"475","Pork","Federally Inspected","Red Meat"
"Sep-1929",1929,9,"397","Pork","Federally Inspected","Red Meat"
"Aug-1929",1929,8,"420","Pork","Federally Inspected","Red Meat"
"Jul-1929",1929,7,"485","Pork","Federally Inspected","Red Meat"
"Jun-1929",1929,6,"476","Pork","Federally Inspected","Red Meat"
"May-1929",1929,5,"472","Pork","Federally Inspected","Red Meat"
"Apr-1929",1929,4,"467","Pork","Federally Inspected","Red Meat"
"Mar-1929",1929,3,"453","Pork","Federally Inspected","Red Meat"
"Feb-1929",1929,2,"545","Pork","Federally Inspected","Red Meat"
"Jan-1929",1929,1,"683","Pork","Federally Inspected","Red Meat"
"Dec-1928",1928,12,"701","Pork","Federally Inspected","Red Meat"
"Nov-1928",1928,11,"548","Pork","Federally Inspected","Red Meat"
"Oct-1928",1928,10,"468","Pork","Federally Inspected","Red Meat"
"Sep-1928",1928,9,"324","Pork","Federally Inspected","Red Meat"
"Aug-1928",1928,8,"340","Pork","Federally Inspected","Red Meat"
"Jul-1928",1928,7,"389","Pork","Federally Inspected","Red Meat"
"Jun-1928",1928,6,"505","Pork","Federally Inspected","Red Meat"
"May-1928",1928,5,"481","Pork","Federally Inspected","Red Meat"
"Apr-1928",1928,4,"412","Pork","Federally Inspected","Red Meat"
"Mar-1928",1928,3,"625","Pork","Federally Inspected","Red Meat"
"Feb-1928",1928,2,"721","Pork","Federally Inspected","Red Meat"
"Jan-1928",1928,1,"675","Pork","Federally Inspected","Red Meat"
"Dec-1927",1927,12,"582","Pork","Federally Inspected","Red Meat"
"Nov-1927",1927,11,"446","Pork","Federally Inspected","Red Meat"
"Oct-1927",1927,10,"370","Pork","Federally Inspected","Red Meat"
"Sep-1927",1927,9,"336","Pork","Federally Inspected","Red Meat"
"Aug-1927",1927,8,"420","Pork","Federally Inspected","Red Meat"
"Jul-1927",1927,7,"461","Pork","Federally Inspected","Red Meat"
"Jun-1927",1927,6,"552","Pork","Federally Inspected","Red Meat"
"May-1927",1927,5,"487","Pork","Federally Inspected","Red Meat"
"Apr-1927",1927,4,"430","Pork","Federally Inspected","Red Meat"
"Mar-1927",1927,3,"504","Pork","Federally Inspected","Red Meat"
"Feb-1927",1927,2,"445","Pork","Federally Inspected","Red Meat"
"Jan-1927",1927,1,"573","Pork","Federally Inspected","Red Meat"
"Dec-1926",1926,12,"530","Pork","Federally Inspected","Red Meat"
"Nov-1926",1926,11,"423","Pork","Federally Inspected","Red Meat"
"Oct-1926",1926,10,"356","Pork","Federally Inspected","Red Meat"
"Sep-1926",1926,9,"344","Pork","Federally Inspected","Red Meat"
"Aug-1926",1926,8,"403","Pork","Federally Inspected","Red Meat"
"Jul-1926",1926,7,"438","Pork","Federally Inspected","Red Meat"
"Jun-1926",1926,6,"460","Pork","Federally Inspected","Red Meat"
"May-1926",1926,5,"400","Pork","Federally Inspected","Red Meat"
"Apr-1926",1926,4,"399","Pork","Federally Inspected","Red Meat"
"Mar-1926",1926,3,"448","Pork","Federally Inspected","Red Meat"
"Feb-1926",1926,2,"427","Pork","Federally Inspected","Red Meat"
"Jan-1926",1926,1,"577","Pork","Federally Inspected","Red Meat"
"Dec-1925",1925,12,"564","Pork","Federally Inspected","Red Meat"
"Nov-1925",1925,11,"453","Pork","Federally Inspected","Red Meat"
"Oct-1925",1925,10,"424","Pork","Federally Inspected","Red Meat"
"Sep-1925",1925,9,"342","Pork","Federally Inspected","Red Meat"
"Aug-1925",1925,8,"341","Pork","Federally Inspected","Red Meat"
"Jul-1925",1925,7,"380","Pork","Federally Inspected","Red Meat"
"Jun-1925",1925,6,"475","Pork","Federally Inspected","Red Meat"
"May-1925",1925,5,"399","Pork","Federally Inspected","Red Meat"
"Apr-1925",1925,4,"374","Pork","Federally Inspected","Red Meat"
"Mar-1925",1925,3,"393","Pork","Federally Inspected","Red Meat"
"Feb-1925",1925,2,"511","Pork","Federally Inspected","Red Meat"
"Jan-1925",1925,1,"681","Pork","Federally Inspected","Red Meat"
"Dec-1924",1924,12,"746","Pork","Federally Inspected","Red Meat"
"Nov-1924",1924,11,"540","Pork","Federally Inspected","Red Meat"
"Oct-1924",1924,10,"416","Pork","Federally Inspected","Red Meat"
"Sep-1924",1924,9,"355","Pork","Federally Inspected","Red Meat"
"Aug-1924",1924,8,"386","Pork","Federally Inspected","Red Meat"
"Jul-1924",1924,7,"503","Pork","Federally Inspected","Red Meat"
"Jun-1924",1924,6,"504","Pork","Federally Inspected","Red Meat"
"May-1924",1924,5,"493","Pork","Federally Inspected","Red Meat"
"Apr-1924",1924,4,"470","Pork","Federally Inspected","Red Meat"
"Mar-1924",1924,3,"519","Pork","Federally Inspected","Red Meat"
"Feb-1924",1924,2,"586","Pork","Federally Inspected","Red Meat"
"Jan-1924",1924,1,"680","Pork","Federally Inspected","Red Meat"
"Dec-1923",1923,12,"698","Pork","Federally Inspected","Red Meat"
"Nov-1923",1923,11,"645","Pork","Federally Inspected","Red Meat"
"Oct-1923",1923,10,"522","Pork","Federally Inspected","Red Meat"
"Sep-1923",1923,9,"394","Pork","Federally Inspected","Red Meat"
"Aug-1923",1923,8,"443","Pork","Federally Inspected","Red Meat"
"Jul-1923",1923,7,"488","Pork","Federally Inspected","Red Meat"
"Jun-1923",1923,6,"515","Pork","Federally Inspected","Red Meat"
"May-1923",1923,5,"509","Pork","Federally Inspected","Red Meat"
"Apr-1923",1923,4,"511","Pork","Federally Inspected","Red Meat"
"Mar-1923",1923,3,"591","Pork","Federally Inspected","Red Meat"
"Feb-1923",1923,2,"530","Pork","Federally Inspected","Red Meat"
"Jan-1923",1923,1,"646","Pork","Federally Inspected","Red Meat"
"Dec-1922",1922,12,"632","Pork","Federally Inspected","Red Meat"
"Nov-1922",1922,11,"510","Pork","Federally Inspected","Red Meat"
"Oct-1922",1922,10,"398","Pork","Federally Inspected","Red Meat"
"Sep-1922",1922,9,"341","Pork","Federally Inspected","Red Meat"
"Aug-1922",1922,8,"377","Pork","Federally Inspected","Red Meat"
"Jul-1922",1922,7,"404","Pork","Federally Inspected","Red Meat"
"Jun-1922",1922,6,"509","Pork","Federally Inspected","Red Meat"
"May-1922",1922,5,"450","Pork","Federally Inspected","Red Meat"
"Apr-1922",1922,4,"353","Pork","Federally Inspected","Red Meat"
"Mar-1922",1922,3,"396","Pork","Federally Inspected","Red Meat"
"Feb-1922",1922,2,"414","Pork","Federally Inspected","Red Meat"
"Jan-1922",1922,1,"486","Pork","Federally Inspected","Red Meat"
"Dec-1921",1921,12,"453","Pork","Federally Inspected","Red Meat"
"Nov-1921",1921,11,"409","Pork","Federally Inspected","Red Meat"
"Oct-1921",1921,10,"350","Pork","Federally Inspected","Red Meat"
"Sep-1921",1921,9,"303","Pork","Federally Inspected","Red Meat"
"Aug-1921",1921,8,"319","Pork","Federally Inspected","Red Meat"
"Jul-1921",1921,7,"375","Pork","Federally Inspected","Red Meat"
"Jun-1921",1921,6,"439","Pork","Federally Inspected","Red Meat"
"May-1921",1921,5,"396","Pork","Federally Inspected","Red Meat"
"Apr-1921",1921,4,"374","Pork","Federally Inspected","Red Meat"
"Mar-1921",1921,3,"372","Pork","Federally Inspected","Red Meat"
"Feb-1921",1921,2,"484","Pork","Federally Inspected","Red Meat"
"Jan-1921",1921,1,"565","Pork","Federally Inspected","Red Meat"
"Dec-2023",2023,12,"9.5","Lamb and Mutton","Federally Inspected","Red Meat"
"Nov-2023",2023,11,"10.1","Lamb and Mutton","Federally Inspected","Red Meat"
"Oct-2023",2023,10,"9.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Sep-2023",2023,9,"8.6","Lamb and Mutton","Federally Inspected","Red Meat"
"Aug-2023",2023,8,"8.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Jul-2023",2023,7,"8.1","Lamb and Mutton","Federally Inspected","Red Meat"
"Jun-2023",2023,6,"9.5","Lamb and Mutton","Federally Inspected","Red Meat"
"May-2023",2023,5,"9.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Apr-2023",2023,4,"9.7","Lamb and Mutton","Federally Inspected","Red Meat"
"Mar-2023",2023,3,"11.7","Lamb and Mutton","Federally Inspected","Red Meat"
"Feb-2023",2023,2,"9.3","Lamb and Mutton","Federally Inspected","Red Meat"
"Jan-2023",2023,1,"9.2","Lamb and Mutton","Federally Inspected","Red Meat"
"Dec-2022",2022,12,"9.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Nov-2022",2022,11,"10","Lamb and Mutton","Federally Inspected","Red Meat"
"Oct-2022",2022,10,"9","Lamb and Mutton","Federally Inspected","Red Meat"
"Sep-2022",2022,9,"9.6","Lamb and Mutton","Federally Inspected","Red Meat"
"Aug-2022",2022,8,"10.3","Lamb and Mutton","Federally Inspected","Red Meat"
"Jul-2022",2022,7,"8.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Jun-2022",2022,6,"10.2","Lamb and Mutton","Federally Inspected","Red Meat"
"May-2022",2022,5,"9.6","Lamb and Mutton","Federally Inspected","Red Meat"
"Apr-2022",2022,4,"10.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Mar-2022",2022,3,"11.2","Lamb and Mutton","Federally Inspected","Red Meat"
"Feb-2022",2022,2,"8.1","Lamb and Mutton","Federally Inspected","Red Meat"
"Jan-2022",2022,1,"8.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Dec-2021",2021,12,"10.5","Lamb and Mutton","Federally Inspected","Red Meat"
"Nov-2021",2021,11,"10.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Oct-2021",2021,10,"10.1","Lamb and Mutton","Federally Inspected","Red Meat"
"Sep-2021",2021,9,"9.2","Lamb and Mutton","Federally Inspected","Red Meat"
"Aug-2021",2021,8,"8.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Jul-2021",2021,7,"9.2","Lamb and Mutton","Federally Inspected","Red Meat"
"Jun-2021",2021,6,"9.9","Lamb and Mutton","Federally Inspected","Red Meat"
"May-2021",2021,5,"9.6","Lamb and Mutton","Federally Inspected","Red Meat"
"Apr-2021",2021,4,"12","Lamb and Mutton","Federally Inspected","Red Meat"
"Mar-2021",2021,3,"12.7","Lamb and Mutton","Federally Inspected","Red Meat"
"Feb-2021",2021,2,"9.7","Lamb and Mutton","Federally Inspected","Red Meat"
"Jan-2021",2021,1,"9.4","Lamb and Mutton","Federally Inspected","Red Meat"
"Dec-2020",2020,12,"10.7","Lamb and Mutton","Federally Inspected","Red Meat"
"Nov-2020",2020,11,"9.3","Lamb and Mutton","Federally Inspected","Red Meat"
"Oct-2020",2020,10,"9.2","Lamb and Mutton","Federally Inspected","Red Meat"
"Sep-2020",2020,9,"9.4","Lamb and Mutton","Federally Inspected","Red Meat"
"Aug-2020",2020,8,"9.5","Lamb and Mutton","Federally Inspected","Red Meat"
"Jul-2020",2020,7,"10.6","Lamb and Mutton","Federally Inspected","Red Meat"
"Jun-2020",2020,6,"11.3","Lamb and Mutton","Federally Inspected","Red Meat"
"May-2020",2020,5,"11.3","Lamb and Mutton","Federally Inspected","Red Meat"
"Apr-2020",2020,4,"9.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Mar-2020",2020,3,"11.3","Lamb and Mutton","Federally Inspected","Red Meat"
"Feb-2020",2020,2,"9.7","Lamb and Mutton","Federally Inspected","Red Meat"
"Jan-2020",2020,1,"10.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Dec-2019",2019,12,"11","Lamb and Mutton","Federally Inspected","Red Meat"
"Nov-2019",2019,11,"10.2","Lamb and Mutton","Federally Inspected","Red Meat"
"Oct-2019",2019,10,"11.5","Lamb and Mutton","Federally Inspected","Red Meat"
"Sep-2019",2019,9,"9.7","Lamb and Mutton","Federally Inspected","Red Meat"
"Aug-2019",2019,8,"11.1","Lamb and Mutton","Federally Inspected","Red Meat"
"Jul-2019",2019,7,"10.7","Lamb and Mutton","Federally Inspected","Red Meat"
"Jun-2019",2019,6,"10.3","Lamb and Mutton","Federally Inspected","Red Meat"
"May-2019",2019,5,"12.1","Lamb and Mutton","Federally Inspected","Red Meat"
"Apr-2019",2019,4,"13.7","Lamb and Mutton","Federally Inspected","Red Meat"
"Mar-2019",2019,3,"12.1","Lamb and Mutton","Federally Inspected","Red Meat"
"Feb-2019",2019,2,"10.1","Lamb and Mutton","Federally Inspected","Red Meat"
"Jan-2019",2019,1,"11.4","Lamb and Mutton","Federally Inspected","Red Meat"
"Dec-2018",2018,12,"11.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Nov-2018",2018,11,"11.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Oct-2018",2018,10,"11.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Sep-2018",2018,9,"10.1","Lamb and Mutton","Federally Inspected","Red Meat"
"Aug-2018",2018,8,"11.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Jul-2018",2018,7,"11","Lamb and Mutton","Federally Inspected","Red Meat"
"Jun-2018",2018,6,"11.2","Lamb and Mutton","Federally Inspected","Red Meat"
"May-2018",2018,5,"12.5","Lamb and Mutton","Federally Inspected","Red Meat"
"Apr-2018",2018,4,"11.5","Lamb and Mutton","Federally Inspected","Red Meat"
"Mar-2018",2018,3,"13.3","Lamb and Mutton","Federally Inspected","Red Meat"
"Feb-2018",2018,2,"10.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Jan-2018",2018,1,"11.7","Lamb and Mutton","Federally Inspected","Red Meat"
"Dec-2017",2017,12,"11.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Nov-2017",2017,11,"11.4","Lamb and Mutton","Federally Inspected","Red Meat"
"Oct-2017",2017,10,"10.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Sep-2017",2017,9,"10.1","Lamb and Mutton","Federally Inspected","Red Meat"
"Aug-2017",2017,8,"11.6","Lamb and Mutton","Federally Inspected","Red Meat"
"Jul-2017",2017,7,"9.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Jun-2017",2017,6,"11.3","Lamb and Mutton","Federally Inspected","Red Meat"
"May-2017",2017,5,"10.5","Lamb and Mutton","Federally Inspected","Red Meat"
"Apr-2017",2017,4,"10.4","Lamb and Mutton","Federally Inspected","Red Meat"
"Mar-2017",2017,3,"12.7","Lamb and Mutton","Federally Inspected","Red Meat"
"Feb-2017",2017,2,"10.4","Lamb and Mutton","Federally Inspected","Red Meat"
"Jan-2017",2017,1,"11.4","Lamb and Mutton","Federally Inspected","Red Meat"
"Dec-2016",2016,12,"12.1","Lamb and Mutton","Federally Inspected","Red Meat"
"Nov-2016",2016,11,"11.3","Lamb and Mutton","Federally Inspected","Red Meat"
"Oct-2016",2016,10,"10.7","Lamb and Mutton","Federally Inspected","Red Meat"
"Sep-2016",2016,9,"10.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Aug-2016",2016,8,"11.5","Lamb and Mutton","Federally Inspected","Red Meat"
"Jul-2016",2016,7,"10.5","Lamb and Mutton","Federally Inspected","Red Meat"
"Jun-2016",2016,6,"12.1","Lamb and Mutton","Federally Inspected","Red Meat"
"May-2016",2016,5,"12","Lamb and Mutton","Federally Inspected","Red Meat"
"Apr-2016",2016,4,"11.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Mar-2016",2016,3,"13.2","Lamb and Mutton","Federally Inspected","Red Meat"
"Feb-2016",2016,2,"11.6","Lamb and Mutton","Federally Inspected","Red Meat"
"Jan-2016",2016,1,"10.3","Lamb and Mutton","Federally Inspected","Red Meat"
"Dec-2015",2015,12,"12.3","Lamb and Mutton","Federally Inspected","Red Meat"
"Nov-2015",2015,11,"10.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Oct-2015",2015,10,"10.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Sep-2015",2015,9,"11","Lamb and Mutton","Federally Inspected","Red Meat"
"Aug-2015",2015,8,"10.6","Lamb and Mutton","Federally Inspected","Red Meat"
"Jul-2015",2015,7,"11.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Jun-2015",2015,6,"12.3","Lamb and Mutton","Federally Inspected","Red Meat"
"May-2015",2015,5,"11.1","Lamb and Mutton","Federally Inspected","Red Meat"
"Apr-2015",2015,4,"12.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Mar-2015",2015,3,"13.5","Lamb and Mutton","Federally Inspected","Red Meat"
"Feb-2015",2015,2,"10.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Jan-2015",2015,1,"11","Lamb and Mutton","Federally Inspected","Red Meat"
"Dec-2014",2014,12,"12.6","Lamb and Mutton","Federally Inspected","Red Meat"
"Nov-2014",2014,11,"10.6","Lamb and Mutton","Federally Inspected","Red Meat"
"Oct-2014",2014,10,"12.3","Lamb and Mutton","Federally Inspected","Red Meat"
"Sep-2014",2014,9,"11.3","Lamb and Mutton","Federally Inspected","Red Meat"
"Aug-2014",2014,8,"10.6","Lamb and Mutton","Federally Inspected","Red Meat"
"Jul-2014",2014,7,"12.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Jun-2014",2014,6,"12.4","Lamb and Mutton","Federally Inspected","Red Meat"
"May-2014",2014,5,"13","Lamb and Mutton","Federally Inspected","Red Meat"
"Apr-2014",2014,4,"14.3","Lamb and Mutton","Federally Inspected","Red Meat"
"Mar-2014",2014,3,"12.6","Lamb and Mutton","Federally Inspected","Red Meat"
"Feb-2014",2014,2,"10.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Jan-2014",2014,1,"11.7","Lamb and Mutton","Federally Inspected","Red Meat"
"Dec-2013",2013,12,"12.3","Lamb and Mutton","Federally Inspected","Red Meat"
"Nov-2013",2013,11,"11.1","Lamb and Mutton","Federally Inspected","Red Meat"
"Oct-2013",2013,10,"11.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Sep-2013",2013,9,"10.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Aug-2013",2013,8,"12.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Jul-2013",2013,7,"13.1","Lamb and Mutton","Federally Inspected","Red Meat"
"Jun-2013",2013,6,"12","Lamb and Mutton","Federally Inspected","Red Meat"
"May-2013",2013,5,"13.4","Lamb and Mutton","Federally Inspected","Red Meat"
"Apr-2013",2013,4,"12.5","Lamb and Mutton","Federally Inspected","Red Meat"
"Mar-2013",2013,3,"13.1","Lamb and Mutton","Federally Inspected","Red Meat"
"Feb-2013",2013,2,"10.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Jan-2013",2013,1,"11.7","Lamb and Mutton","Federally Inspected","Red Meat"
"Dec-2012",2012,12,"11.9","Lamb and Mutton","Federally Inspected","Red Meat"
"Nov-2012",2012,11,"11.6","Lamb and Mutton","Federally Inspected","Red Meat"
"Oct-2012",2012,10,"13.3","Lamb and Mutton","Federally Inspected","Red Meat"
"Sep-2012",2012,9,"11.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Aug-2012",2012,8,"13.4","Lamb and Mutton","Federally Inspected","Red Meat"
"Jul-2012",2012,7,"11.8","Lamb and Mutton","Federally Inspected","Red Meat"
"Jun-2012",2012,6,"11.8","Lamb and Mutton","Federally Inspected","Red Meat"
